qdate,price1,price2,price3,price4,price5
19650226,95.861,92.228,88.672,85.179,81.36
19650331,95.944,92.263,88.637,85.221,81.451
19650429,95.985,92.277,88.568,85.132,81.379
19650528,95.972,92.225,88.558,85.138,81.363
19650630,96.102,92.438,88.69,85.146,81.482
19650730,96.072,92.302,88.544,84.813,81.361
19650831,95.914,92.152,88.306,84.663,81.237
19650930,95.747,91.869,87.983,84.297,80.855
19651029,95.718,91.82,87.914,84.024,80.553
19651130,95.661,91.777,87.639,83.765,80.262
19651231,95.244,90.856,86.344,82.264,78.77
19660131,95.199,90.804,86.315,82.185,78.57
19660228,95.142,90.653,86.202,81.893,78.079
19660331,95.189,90.993,86.767,82.588,78.941
19660429,95.145,90.764,86.415,82.376,78.654
19660531,95.037,90.464,86.122,81.892,78.355
19660630,95.022,90.354,85.748,81.494,77.841
19660729,94.862,90.102,85.495,81.105,77.161
19660831,94.241,88.975,84.129,79.283,75.72
19660930,94.192,89.765,85.064,80.827,77.297
19661031,94.459,89.958,85.457,81.189,77.44
19661130,94.708,89.845,85.225,80.86,77.112
19661230,95.124,90.841,86.368,82.732,79.1
19670131,95.493,91.394,87.2,83.116,79.637
19670228,95.435,91.137,86.773,82.813,79.096
19670331,95.955,92.1,88.059,84.085,80.383
19670428,96.018,91.66,87.333,83.123,79.311
19670531,96.106,91.731,87.34,83.233,79.118
19670630,95.078,90.615,85.929,81.292,76.879
19670731,95.018,90.707,86.183,81.952,77.78
19670831,94.877,90.229,85.514,81.271,77.135
19670929,94.755,90.115,85.327,80.905,77.027
19671031,94.617,89.464,84.712,80.186,75.697
19671130,94.345,89.477,84.54,80.059,75.541
19671229,94.184,89.182,84.221,79.609,75.596
19680131,94.662,89.919,85.048,80.446,76.348
19680229,94.621,89.834,84.618,80.222,76.385
19680329,94.488,89.549,84.294,79.539,75.783
19680430,94.261,89.369,83.892,79.095,75.249
19680531,94.154,89.103,84.101,79.251,75.427
19680628,94.24,89.506,84.631,80.091,76.415
19680731,94.748,89.906,85.82,81.465,77.524
19680830,94.793,90.235,85.757,81.489,77.207
19680930,94.768,89.882,85.566,81.436,77.172
19681031,94.53,89.695,85.371,81.139,76.641
19681129,94.365,89.464,85.096,80.659,75.981
19681231,93.719,88.171,83.388,77.868,72.861
19690131,94.102,88.476,83.555,79.219,73.855
19690228,93.582,88.2,82.62,78.119,73.012
19690328,93.667,88.656,83.113,78.262,73.054
19690430,94.008,88.563,83.273,78.81,73.323
19690529,93.725,87.887,82.221,77.462,72.111
19690630,92.909,86.917,80.988,76.198,71.019
19690731,92.925,86.507,80.769,76.041,71.25
19690829,92.609,86.407,80.56,75.489,70.606
19690930,92.497,85.533,79.21,73.127,67.486
19691031,92.915,86.583,80.571,74.88,70.041
19691128,92.38,86.107,79.769,74.133,68.989
19691231,92.289,85.023,78.311,72.049,67.126
19700130,92.332,85.221,78.489,72.344,66.798
19700227,93.333,86.87,80.967,75.074,69.95
19700331,93.607,87.098,81.405,75.202,70.288
19700430,92.786,85.959,79.285,73.154,67.907
19700529,92.854,85.608,79.562,73.532,68.355
19700630,93.065,86.141,79.695,73.733,68.585
19700731,93.438,86.603,80.284,74.127,69.171
19700831,93.43,86.905,80.589,74.501,69.608
19700930,93.623,87.72,81.502,75.645,70.295
19701030,93.892,87.768,81.762,76.014,70.894
19701130,95.032,89.911,84.44,79.23,74.463
19701231,95.235,89.778,84.105,79.254,74.375
19710129,95.759,91.097,85.431,79.895,75.362
19710226,96.269,91.765,86.464,81.343,76.691
19710331,96.314,92.046,87.357,82.473,77.952
19710430,95.565,90.084,84.258,79.297,74.165
19710528,95.177,89.691,83.864,79.139,73.305
19710630,94.108,88.228,81.876,76.755,71.223
19710730,94.041,88.112,81.694,76.086,70.836
19710831,94.856,89.67,84.264,79.315,73.983
19710930,94.869,89.786,84.403,79.389,74.202
19711029,95.482,90.524,85.506,80.45,75.342
19711130,95.359,90.368,85.348,80.283,75.103
19711231,95.918,90.788,85.862,81.208,76.219
19720131,95.949,90.832,85.215,80.329,75.12
19720229,95.803,90.909,85.447,80.465,75.336
19720330,95.185,89.554,84.078,79.044,74.074
19720428,95.567,90.263,84.703,79.767,74.824
19720531,95.478,90.586,85.114,80.095,75.148
19720630,94.901,89.731,84.287,79.121,74.423
19720731,95.174,90.043,84.376,79.112,74.514
19720831,94.666,89.364,83.835,78.295,73.779
19720929,94.527,89.057,83.693,78.62,73.867
19721031,94.614,89.13,83.695,78.416,73.737
19721130,94.75,89.346,84.042,78.618,74.053
19721229,94.597,88.812,83.526,78.437,73.441
19730131,94.041,88.323,82.851,77.49,72.971
19730228,93.796,87.779,82.1,76.755,71.918
19730330,93.322,87.27,81.771,76.672,71.697
19730430,93.519,87.58,81.946,76.951,72.02
19730531,93.291,87.425,82.026,76.961,71.9
19730629,92.741,86.982,81.322,76.431,71.448
19730731,91.736,85.281,79.154,73.123,68.238
19730831,91.995,85.837,80.449,75.181,70.282
19730928,92.587,86.974,81.984,76.804,72.086
19731031,93.126,87.422,81.954,76.564,71.765
19731130,92.863,87.504,82.009,76.793,71.853
19731231,93.124,87.479,81.947,76.622,71.611
19740131,93.346,87.529,81.755,76.33,71.374
19740228,93.22,87.276,81.804,76.19,71.144
19740329,92.164,85.702,79.626,74.043,69
19740430,91.695,84.945,78.528,72.61,67.23
19740531,92.042,85.301,78.795,72.889,67.933
19740628,91.708,84.697,78.283,71.95,66.755
19740731,91.707,84.592,77.927,71.634,66.395
19740830,90.8,84.064,77.653,71.661,65.753
19740930,92.411,85.137,79.09,72.995,67.597
19741031,92.644,85.741,79.306,73.287,67.783
19741129,92.783,86.567,80.275,74.584,69.084
19741231,93.356,86.625,80.707,75.168,70.13
19750131,94.114,87.546,81.431,75.486,69.912
19750228,94.321,88.318,82.272,76.758,70.666
19750331,93.982,87.47,81.111,74.964,69.416
19750430,93.536,86.275,79.369,73.034,67.508
19750530,94.192,87.297,80.802,74.701,69.003
19750630,93.501,86.814,80.226,74.703,68.369
19750731,93.082,86.024,79.199,73.388,67.564
19750829,92.905,85.765,79.135,72.962,67.087
19750930,92.727,85.188,78.626,71.904,66.635
19751031,94.052,87.08,80.779,74.701,68.581
19751128,93.732,86.655,80.239,74.481,68
19751231,94.186,87.609,81.201,75.206,69.203
19760130,94.606,88.103,81.341,75.059,69.118
19760227,94.135,87.489,80.926,74.963,69.281
19760331,94.183,87.607,81.24,75.082,69.443
19760430,94.209,87.734,81.368,75.535,69.529
19760528,93.518,86.51,80.056,73.953,68.3
19760630,93.855,87.082,80.821,74.498,68.846
19760730,94.175,87.525,81.278,75.073,69.511
19760831,94.344,87.85,81.883,75.645,69.886
19760930,94.439,88.314,82.148,76.394,70.435
19761029,94.693,88.744,82.923,77.169,71.412
19761130,95.204,89.896,84.525,79.126,73.876
19761231,95.357,89.97,84.327,79.374,73.739
19770131,94.566,88.556,82.331,76.453,71.355
19770228,94.688,88.713,82.484,76.312,70.919
19770331,94.789,88.857,82.638,76.564,70.963
19770429,94.733,88.676,82.729,76.434,71.042
19770531,94.511,88.548,82.699,76.649,71.21
19770630,94.545,88.757,83.083,77.205,71.824
19770729,94.033,88.005,82.21,76.199,70.771
19770831,93.954,87.843,82.01,76.286,71.019
19770930,93.743,87.5,81.557,75.909,70.48
19771031,93.443,86.902,80.76,74.934,69.525
19771130,93.589,86.965,80.955,75.194,69.758
19771230,93.411,86.778,80.628,74.579,68.879
19780131,93.174,86.371,80.08,73.989,68.41
19780228,93.115,86.189,79.712,73.623,67.947
19780331,93.105,85.965,79.497,73.323,67.784
19780428,92.875,85.832,79.176,73.074,67.321
19780531,92.531,85.322,78.739,72.595,66.612
19780630,92.154,84.703,77.929,71.718,65.982
19780731,92.265,84.724,78.057,72.007,66.226
19780831,92.078,84.793,78.268,72.098,66.391
19780929,91.824,84.452,78.051,71.804,66.083
19781031,90.932,83.141,76.196,69.789,64.649
19781130,90.716,83.071,76.597,70.622,65.255
19781229,90.305,82.417,75.454,69.459,63.685
19790131,90.682,82.913,76.532,70.573,64.713
19790228,90.546,82.521,76.283,69.676,63.621
19790330,90.818,82.765,76.208,69.889,64.003
19790430,90.675,82.457,75.921,69.509,63.556
19790531,90.827,83.089,76.811,70.29,64.766
19790629,91.25,84.103,77.395,71.167,65.867
19790731,90.991,83.427,76.815,70.598,65.072
19790831,90.46,82.596,75.818,69.63,64.209
19790928,89.881,82.185,75.151,69.121,63.444
19791031,88.318,79.234,71.44,64.858,58.784
19791130,89.447,80.282,73.726,67.125,60.723
19791231,89.416,80.491,73.234,66.725,60.75
19800131,89.034,79.689,72.351,65.184,58.855
19800229,86.634,76.123,67.203,60.215,54.322
19800331,86.174,75.605,67.673,61.19,54.256
19800430,90.145,81.037,73.701,66.972,60.116
19800530,91.85,83.97,76.157,68.973,61.902
19800630,92.114,83.959,76.256,69.323,62.52
19800731,91.481,82.765,74.715,67.74,60.406
19800829,89.517,79.993,71.352,63.917,56.864
19800930,88.913,79.129,70.662,62.894,56.247
19801030,87.851,77.908,69.059,61.613,54.16
19801128,86.74,76.859,68.016,60.548,53.304
19801231,87.975,78.049,69.844,61.916,55.197
19810130,87.412,77.795,69.225,61.375,54.137
19810227,86.933,76.816,67.234,59.282,52.135
19810331,88.159,77.692,68.453,60.115,52.568
19810430,86.493,75.186,66.138,57.357,50.297
19810529,86.627,75.835,66.641,58.525,51.888
19810630,87.018,75.597,66.589,57.582,51.594
19810731,85.807,73.942,64.896,56.38,49.61
19810831,85.375,73.141,62.679,55.097,47.828
19810930,85.699,73.21,62.785,53.079,47.214
19811030,87.143,75.608,65.57,56.416,48.958
19811130,89.537,79.332,68.654,61.248,54.377
19811231,87.898,76.814,66.723,58.123,51.056
19820129,87.254,76.377,66.201,57.561,50.585
19820226,87.102,75.944,66.49,58.036,51.067
19820331,87.235,75.847,65.975,57.302,50.785
19820430,87.542,76.345,66.872,58.762,51.851
19820528,87.975,77.03,67.264,59.161,51.834
19820630,86.968,75.482,65.327,57.494,49.585
19820730,88.48,77.37,67.66,59.926,51.673
19820831,89.374,79.238,69.456,60.802,53.811
19820930,90.301,80.344,71.516,64.041,56.505
19821029,91.008,81.936,72.842,66.254,59.57
19821130,91.201,82.344,73.699,65.446,59.269
19821231,91.881,83.057,74.431,66.606,59.831
19830131,91.657,82.91,74.017,67.031,59.278
19830228,91.873,83.282,75.123,67.237,60.49
19830331,91.284,82.439,74.046,67.13,59.445
19830429,91.702,83.143,75.033,67.746,60.552
19830531,91.162,82.194,73.994,66.157,58.955
19830630,91.029,81.837,73.688,65.913,58.389
19830729,90.235,80.681,71.938,63.35,56.172
19830831,90.193,80.503,71.628,63.103,55.56
19830930,90.826,81.405,72.615,64.979,56.866
19831031,90.908,81.322,72.383,64.256,57.016
19831130,90.776,81.23,72.633,64.168,57.331
19831230,90.614,80.965,72.404,63.936,56.629
19840131,90.881,81.3,72.772,64.586,57.208
19840229,90.558,80.674,71.917,63.554,56.267
19840330,89.935,79.791,70.687,62.152,54.783
19840430,89.847,79.321,70.248,61.764,54.102
19840531,88.787,77.708,67.864,59.152,51.151
19840629,88.793,77.433,67.462,58.91,51.261
19840731,89.087,78.305,69.115,60.913,53.43
19840831,88.944,78.451,69.248,60.895,53.607
19840928,89.487,79.038,69.909,61.567,54.403
19841031,90.375,80.538,71.714,63.831,56.901
19841130,90.981,81.542,72.765,64.428,57.565
19841231,91.377,82.224,73.229,65.309,57.79
19850131,91.542,82.42,73.875,65.56,58.894
19850228,90.777,81.24,72.34,63.714,56.805
19850329,90.858,81.521,72.627,64.045,57.341
19850430,91.464,82.258,73.62,65.149,58.344
19850531,92.287,83.996,75.831,67.786,61.474
19850628,92.569,84.187,75.727,67.95,61.506
19850731,92.171,83.803,75.282,66.998,60.882
19850830,92.301,83.772,75.828,67.727,61.506
19850930,92.291,84.02,75.935,67.962,61.319
19851031,92.524,84.325,76.57,68.911,62.17
19851129,92.619,84.693,77.273,69.77,63.155
19851231,92.794,85.467,78.287,71.378,64.959
19860131,92.722,85.545,78.138,71.267,64.894
19860228,92.907,85.976,79.302,72.939,66.917
19860331,93.434,87.221,80.838,74.722,69.184
19860430,93.71,87.456,80.743,74.758,69.064
19860530,93.411,86.369,79.49,72.472,66.672
19860630,93.783,87.315,80.755,74.238,68.721
19860731,93.991,87.883,80.933,75.05,69.096
19860829,94.65,88.768,82.672,76.927,71.723
19860930,94.343,88.105,81.737,75.216,69.477
19861031,94.521,88.406,82.218,76.225,70.27
19861128,94.4,88.448,82.603,76.679,71.346
19861231,94.12,88.168,82.286,76.668,70.762
19870130,94.281,88.312,82.383,76.589,71.361
19870227,94.168,88.172,82.376,76.629,71.36
19870331,93.989,87.88,81.793,76.051,70.24
19870430,93.392,86.539,79.662,73.305,67.559
19870529,93.102,85.836,78.967,72.535,66.621
19870630,93.387,86.316,79.533,73.139,66.98
19870731,93.318,86.079,79.035,72.645,66.567
19870831,93.03,85.496,78.306,71.789,65.608
19870930,92.401,84.467,76.891,69.716,63.428
19871030,93.472,85.81,78.573,71.655,65.78
19871130,93.331,85.959,78.728,71.837,65.486
19871231,93.014,85.85,78.912,72.263,65.992
19880129,93.45,86.646,80.111,73.804,68.092
19880229,93.606,86.929,80.482,74.338,68.581
19880331,93.38,86.471,79.777,73.231,67.111
19880429,93.173,85.844,78.923,72.226,66.184
19880531,92.622,85.124,78.023,71.137,64.919
19880630,92.766,85.463,78.613,72.072,65.987
19880729,92.36,84.731,77.732,71.105,65.052
19880831,92.078,84.317,77.242,70.464,64.424
19880930,92.355,84.794,77.799,71.421,65.385
19881031,92.402,85.085,78.426,72.094,66.325
19881130,91.885,84.128,77.176,70.508,64.619
19881230,91.511,83.614,76.351,69.758,63.728
19890131,91.5,83.685,76.65,70.114,64.296
19890228,91.07,83.009,75.766,69.046,63.254
19890331,90.851,82.73,75.28,68.804,62.839
19890428,91.302,83.357,76.245,69.822,64.08
19890531,91.608,84.19,77.253,70.949,65.227
19890630,92.223,85.413,78.856,73.017,67.223
19890731,92.684,86.312,79.95,74.269,68.957
19890831,92.208,84.831,78.221,72.117,66.587
19890929,92.048,84.698,77.941,71.839,66.257
19891031,92.546,85.769,79.201,73.289,67.839
19891130,92.618,85.941,79.519,73.528,68.097
19891229,92.497,85.631,79.111,73.181,67.812
19900131,92.242,85.048,78.285,71.978,66.204
19900228,92.266,84.806,78.034,71.573,65.781
19900330,92.089,84.379,77.358,71.038,65.252
19900430,91.817,83.927,76.698,70.047,64.165
19900531,92.2,84.712,77.848,71.287,65.422
19900629,92.381,85.102,78.302,71.946,66.109
19900731,92.619,85.646,78.99,72.773,66.905
19900831,92.682,85.375,78.378,71.664,65.517
19900928,92.658,85.404,78.51,71.828,65.717
19901031,92.816,85.895,79.138,72.532,66.484
19901130,92.949,86.287,79.716,73.311,67.478
19901231,93.316,86.825,80.299,74.172,68.21
19910131,93.605,87.092,80.649,74.259,68.637
19910228,93.71,87.12,80.658,74.222,68.489
19910328,93.78,86.932,80.442,73.917,67.912
19910430,93.987,87.485,80.907,74.345,68.554
19910531,93.951,87.38,80.934,74.219,68.315
19910628,93.834,87.143,80.296,73.513,67.466
19910731,94.011,87.477,80.809,74.026,68.001
19910830,94.483,88.129,81.88,75.271,69.402
19910930,94.757,88.811,82.722,76.416,70.928
19911031,94.977,89.397,83.333,77.034,71.495
19911129,95.299,89.817,84.024,77.528,71.915
19911231,95.903,90.962,85.616,79.343,74.366
19920131,95.765,90.4,84.147,77.878,72.512
19920228,95.706,90.044,83.968,77.489,71.689
19920331,95.495,89.47,82.917,76.367,70.756
19920430,95.718,89.78,83.376,76.762,70.748
19920529,95.832,90.146,84.001,77.671,71.563
19920630,96.018,90.848,84.909,78.691,72.937
19920731,96.493,91.658,86.067,80.045,74.652
19920831,96.623,92.111,86.74,80.767,75.492
19920930,96.943,92.729,87.635,81.939,76.497
19921030,96.468,91.459,85.881,79.726,73.994
19921130,96.154,90.957,84.971,78.768,73.196
19921231,96.415,91.405,85.553,79.661,73.881
19930129,96.595,91.903,86.621,81.085,75.303
19930226,96.726,92.449,87.556,82.03,76.662
19930331,96.703,92.468,87.406,81.997,76.912
19930430,96.766,92.727,87.77,82.397,77.279
19930528,96.406,91.948,86.906,81.61,76.328
19930630,96.561,92.344,87.653,82.696,77.667
19930730,96.575,92.116,87.274,82.407,77.083
19930831,96.702,92.621,88.097,83.562,78.672
19930930,96.683,92.603,88.152,83.365,78.743
19931029,96.584,92.409,87.875,83.18,78.596
19931130,96.433,91.997,87.287,82.194,77.31
19931231,96.439,91.96,87.454,82.052,77.058
19940131,96.544,92.17,87.533,82.719,77.833
19940228,96.019,91.137,86.005,80.745,75.628
19940331,95.622,90.198,84.366,78.713,73.324
19940429,95.138,89.249,83.224,77.324,71.915
19940531,94.841,88.811,82.736,76.95,71.483
19940630,94.718,88.562,82.547,76.373,70.75
19940729,94.806,88.822,82.945,77.095,71.619
19940831,94.681,88.547,82.639,76.849,71.343
19940930,94.305,87.807,81.552,75.444,69.709
19941031,94.136,87.391,81.002,74.85,69.073
19941130,93.392,86.488,79.837,73.732,68.141
19941230,93.125,86.042,79.41,73.474,68.126
19950131,93.479,86.708,80.308,74.434,69.01
19950228,93.841,87.51,81.53,75.893,70.605
19950331,93.864,87.5,81.48,75.814,70.555
19950428,93.94,87.835,81.947,76.357,71.281
19950531,94.448,89.09,83.855,78.831,74.089
19950630,94.614,89.205,84.012,78.964,74.466
19950731,94.564,89.058,83.602,78.417,73.793
19950831,94.534,89.149,83.851,78.733,74.136
19950929,94.479,89.167,83.932,78.892,74.406
19951031,94.621,89.52,84.421,79.524,75.1
19951130,94.818,90.003,85.137,80.387,76.123
19951229,95.002,90.3,85.565,80.895,76.691
19960131,95.216,90.726,86.044,81.413,77.137
19960229,94.99,89.85,84.835,79.838,75.328
19960329,94.698,89.22,83.873,78.593,73.911
19960430,94.618,88.805,83.211,77.802,72.91
19960531,94.498,88.451,82.664,77.073,72.034
19960628,94.484,88.651,82.905,77.58,72.686
19960731,94.301,88.492,82.746,77.309,72.281
19960830,94.357,88.279,82.365,76.821,71.76
19960930,94.493,88.685,83.007,77.612,72.695
19961031,94.707,89.307,83.982,78.764,74.059
19961129,94.788,89.565,84.42,79.569,74.985
19961231,94.69,89.073,83.594,78.435,73.557
19970131,94.675,89.02,83.528,78.395,73.412
19970228,94.582,88.713,83.122,77.871,72.915
19970331,94.26,88.107,82.212,76.692,71.664
19970430,94.36,88.358,82.677,77.268,72.286
19970530,94.393,88.517,82.861,77.447,72.561
19970630,94.546,88.716,83.209,77.806,72.973
19970731,94.647,89.323,84.213,79.322,74.711
19970829,94.442,88.903,83.443,78.268,73.595
19970930,94.589,89.211,84.016,78.947,74.416
19971031,94.853,89.51,84.457,79.715,75.456
19971128,94.668,89.19,84.09,79.231,74.993
19971231,94.733,89.451,84.485,79.767,75.459
19980130,94.981,90.006,85.32,80.683,76.676
19980227,94.823,89.627,84.804,80.068,75.919
19980331,94.824,89.571,84.613,79.969,75.792
19980430,94.81,89.588,84.642,79.937,75.724
19980529,94.805,89.622,84.718,80.024,76.033
19980630,94.803,89.751,84.846,80.328,76.398
19980731,94.738,89.723,84.886,80.273,76.084
19980831,95.099,90.813,86.322,82.199,78.443
19980930,95.534,91.807,87.783,84.17,80.469
19981030,95.725,91.994,87.856,83.993,79.916
19981130,95.474,91.433,87.295,83.065,79.624
19981231,95.659,91.372,87.103,82.999,79.491
19990129,95.619,91.312,87.144,83.177,79.739
19990226,95.227,90.3,85.477,80.921,77.067
19990331,95.429,90.602,85.917,81.377,77.21
19990430,95.409,90.458,85.71,81.183,76.836
19990528,95.128,89.819,84.703,79.876,75.368
19990630,94.94,89.668,84.638,79.811,74.966
19990730,94.825,89.462,84.328,79.207,74.36
19990831,94.68,89.313,84.073,78.915,74.188
19990930,94.769,89.515,84.397,79.271,74.52
19991029,94.587,89.154,83.956,78.654,73.906
19991130,94.385,88.813,83.565,78.403,73.545
19991231,94.293,88.423,82.97,77.723,72.64
20000131,94.005,87.792,82.13,76.962,71.666
20000229,94.085,87.922,82.281,77.168,72.009
20000331,93.911,88.055,82.692,77.839,73.155
20000428,93.722,87.673,82.29,77.126,72.401
20000531,93.927,87.646,82.219,77.034,72.427
20000630,93.823,88.23,83.031,78.006,73.503
20000731,93.836,88.338,82.968,78.121,73.617
20000831,94.057,88.558,83.506,78.791,74.339
20000929,94.012,88.893,83.848,79.219,74.83
20001031,93.984,89.012,83.977,79.412,75.184
